2023.08.29.,"하와이 산불 원인 공방…당국 손배소에 전기회사 ""전선 탓 아냐""","(로스앤젤레스=연합뉴스) 임미나 특파원 = 하와이에 전기를 공급하는 회사 '하와이안 일렉트릭'이 마우이섬 산불의 원흉으로 지목된 데 반발하며 자사를 상대로 소송을 제기한 당국을 비판하고 나섰다. 하와이안 일렉트릭 컴퍼니는 27일(현지시간) 보도자료를 내고 ""지난 8일 발생한 화재와 관련해 몇 가지 중요한 사실이 분명하다""며 화재 원인을 자사의 탓으로 돌린 마우이 카운티 당국의 주장을 반박했다. 하와이안 일렉트릭은 지난 8일 오전 6시 30분께 발생한 첫 화재는 강풍에 끊어진 전선에 의해 발생한 것으로 보이지만, 마우이 카운티 소방서가 대응에 나서 오후 2시께 ""완전히 진압됐다""고 선언한 뒤 현장을 떠났다고 지적했다. 이어 당일 오후 3시 직전에 라하이나 중학교 인근 들판에서 다시 화재가 발생했을 때는 라하이나로 들어가는 전선에 전기가 전혀 공급되지 않았으며 ""당시 전기가 6시간 이상 끊긴 상태였다""고 하와이안 일렉트릭 측은 강조했다. 그러면서 당일 오후 자사의 긴급 대응팀이 수리를 위해 현장에 도착했을 때는 화재나 연기 또는 불씨를 발견하지 못했고, 직원들이 오후 3시 직전에 전원이 여전히 차단된 가운데 라하이나루나 도로에서 약 75야드(12.8ｍ) 떨어진 중학교 인근 들판에서 작은 불이 나는 것을 목격해 즉시 911에 신고했다고 설명했다. 그러면서 ""치명적인 오후 화재의 원인은 아직 밝혀지지 않았다""고 덧붙였다. 오후에 발생한 두 번째 불이 라하이나 마을을 덮쳐 대규모 인명·재산 피해를 낸 화재로, 이는 자사의 과실로 인한 것이 아니라는 주장이다.셸리 키무라 하와이안 일렉트릭 사장은 ""마우이 카운티가 자체 조사를 완료하기도 전에 성급하게 소송을 제기한 데 대해 놀라고 실망했다""며 ""이 소송은 무책임하다""고 밝혔다. 그러면서 ""안타깝게도 우리는 법적 시스템 안에서 그날 일어난 일에 대해 마우이 카운티의 책임을 입증하는 것 외에 다른 선택의 여지가 없을 것""이라고 덧붙였다. 뉴욕증권거래소에 상장된 하와이안 일렉트릭 컴퍼니의 모회사 하와이안 일렉트릭 인더스트리스(HEI) 주가는 하와이 산불 발생 이후 70% 넘게 폭락했다가 반박 자료를 낸 다음 날인 28일 증시에서 40% 넘게 급등했다. 앞서 마우이 카운티 당국은 미 기상청(NWS)의 허리케인 적색경보가 있었는데도 하와이안 일렉트릭이 전원을 차단하지 않아 강풍에 끊긴 전선이 산불을 일으켰다며 지난 24일 이 회사를 상대로 소송을 제기했다. 27일까지 주요 피해지역인 라하이나 수색은 99% 완료된 상태로, 현재까지 확인된 사망자 수는 115명이다. 재산 피해는 7조∼8조원에 달하는 것으로 추산되고 있다. ",세계,1
2023.08.29.,작년 런던 휴대전화 소매치기 6분에 1대…기소율은 0.9%,"(런던=연합뉴스) 최윤정 특파원 = 수엘라 브레이버먼 영국 내무부 장관은 28일(현지시간) 경범죄란 것은 없으며, 모든 절도 범죄를 수사해야 한다고 말했다고 BBC가 보도했다. 브레이버먼 장관은 BBC 인터뷰에서 휴대전화나 자동차 절도, 길거리 마약 거래, 마약 사용 등에 관해 경찰은 모두 합당한 수사 절차를 따라야 한다고 말했다. 브레이버먼 장관은 경찰이 범죄자를 잡기 위해 스마트 초인종이나 자동차 블랙박스 등의 증거를 활용하기를 바란다고 말했다. 그는 도둑맞은 사람들의 항의를 너무 많이 접했으며, 이들은 경찰에 연락하는 것은 보험 청구용 신고 번호를 받기 위한 목적일 뿐이라고 말한다고 지적했다. 영국에선 지난 3월까지 1년간 모든 절도 범죄 중에 4.4%만 기소됐다. 종결된 절도 사건 중 용의자가 확인되지 않은 경우는 73.7%에 달한다. 주택 절도로 기소된 비율은 3.9%, 차량 도난은 1.8%. 소매치기는 0.9%에 그쳤다. 지난해 런던에서 휴대전화 도난은 하루 250대로, 6분에 1대꼴이었다. 버밍엄에 사는 크리스(31)는 차에 있던 약혼녀의 신용카드가 사용된 명세를 경찰에 제공했지만, 조치를 할 수 없다는 답을 받았다고 말했다고 BBC가 전했다. 내무부와 경찰 등은 이와 관련해서 회의했으며, 절도 범죄에 관한 새로운 지침이 곧 배포될 예정이다. 그러나 경찰은 현재 조직 운영이 한계상황이며, 성폭행 등 심각한 범죄에 투입할 자원이 줄어들 수 있다고 반박했다. 정부는 4월 잉글랜드와 웨일스에서 경찰 2만명 추가 채용 목표를 달성해서 인원이 약 15만명에 달한다고 발표했다. 이는 2010년 경찰 인원 감축에 나서기 전에 비해 3천500명 많지만, 그 이후 인구 증가를 감당하기엔 충분치 않다고 BBC가 전했다. ",세계,1
2023.08.29.,"한미일 ""北위성발사 불법"" 규탄…북한 ""안보리 결의가 부당""(종합)","(제네바=연합뉴스) 안희 특파원 = 북한이 지난 24일 우주발사체 '천리마 1형'을 발사한 것을 두고 한·미·일을 비롯한 여러 국가가 유엔 회의장에서 규탄의 목소리를 냈다. 북한은 탄도미사일 기술을 이용한 위성 발사 행위를 금지한 유엔 안전보장이사회 결의를 거부하겠다면서 발사 행위가 정당한 자위적 조치라고 주장했다. 박은진 외교부 군축비확산담당관은 28일(현지시간) 유엔 제네바사무소에서 열린 유엔 우주안보를 위한 개방형 실무작업반(OEWG) 회의에서 ""우리는 우주의 안전하고 지속가능한 평화를 보장하기 위해 모였지만 북한이 반대의 길을 선택한 것은 매우 개탄스럽다""고 말했다. 박 담당관은 ""북한이 탄도미사일 기술을 활용한 이른바 '군정찰위성'을 발사한 것은 불법적 활동""이라며 ""탄도미사일 기술을 사용한 모든 발사는 핵무기를 탑재할 수 있는 미사일 기술 발전에 기여할 수 있다는 점을 분명히 한다""고 지적했다. 또 ""이런 실험을 통해 북한은 목표 달성에 가까워지고 있으며 이것이 유엔 안전보장이사회가 탄도미사일 기술 관련 활동을 금지하는 결의안을 채택한 이유""라면서 ""우주공간의 평화적 이용에 해당하지 않는 북한의 불법 행위를 강력히 규탄한다""고 강조했다. 일본 측 대표도 비판에 가세했다. 오가사와라 이치로 주제네바 일본 군축대사는 ""이번 발사는 유엔 안보리 결의안을 명백하고 노골적으로 위반하는 것이며 역내 국가에 심각한 위협을 가하는 것으로 강력히 규탄한다고 재차 강조한다""고 말했다. 오가사와라 대사는 북한이 오는 10월 정찰위성 탑재 미사일을 다시 발사할 것이라는 방침을 밝혔다는 사실을 거론하면서 ""일본은 북한이 탄도미사일 기술을 이용한 추가 발사를 하지 말 것을 촉구한다""고 덧붙였다. 이날 회의에서 독일과 뉴질랜드 측 대표도 북한의 위성 발사가 유엔 안보리 결의를 위반한 것이라고 지적하면서 규탄 입장을 냈다. 북한은 발언권을 얻어 반박에 나섰다. 한대성 주제네바 북한대표부 대사는 ""유엔 안보리 결의안은 유엔 헌장에 어긋나는 불법 문서로, 미국과 그 추종국가들이 주도적으로 만든 그러한 결의안에는 구속되지 않을 것""이라고 말했다. 또 ""다른 나라에서도 위성을 발사하고 남한과 미국은 합동군사연습을 하며 끊임없이 우리에게 군사적 위협을 가하는데 이런 것들은 평화와 안보를 수호하기 위한 것으로 미화된다""며 ""우리의 군사 정찰 위성의 발사는 우리의 안전 보장과 직결된 자위적 조치""라고 주장했다. 그러자 미국이 재반박했다. 에릭 데사텔즈 미 국무부 선임조정관은 ""한미 연합군 훈련은 본질적으로 방어적인 것으로, 북한의 탄도미사일 발사와 달리 유엔 안보리 결의안에 금지돼 있지 않다""고 밝혔다. 그는 ""북한은 한미 양국의 대규모 훈련이 재개되기 전인 지난해 6차례의 대륙간탄도미사일을 발사했다는 점을 상기시키고자 한다""면서 ""북한의 위성 발사는 국제사회의 비확산 노력을 약화하고 우리를 군축이라는 공통 목표로부터 멀어지게 하는 것""이라고 덧붙였다. 유엔 우주안보를 위한 개방형 실무작업반(OEWG) 회의는 우주안보 분야에서 각국이 지켜야 할 책임 있는 행위 규범을 만들기 위해 유엔 총회가 설치한 실무 협의체다. ",세계,25
2023.08.29.,멕시코서 '녹색 금' 아보카도·라임 유통망 놓고 갱단간에 분쟁,"(멕시코시티-연합뉴스) 이재림 특파원 = 멕시코에서 높은 수익성 덕분에 '녹색 금'이라고 불리는 아보카도와 라임의 유통망을 놓고 갱단 간 다툼이 끊이지 않고 있다. 28일(현지시간) 레포르마와 엘피난시에로 등 현지 주요 일간지에 따르면 최근 중부 미초아칸주 부에나비스타, 아파칭간, 우루아판 등 여러 지방자치단체에서 크고 작은 범죄가 잇따르고 있다. 시설물 방화와 차량 파손, 도로 봉쇄 등 물적 피해가 주로 발생했다. 총격도 보고됐는데, 인명피해는 확인되지 않았다. 안드레스 마누엘 로페스 오브라도르(69) 멕시코 대통령은 이날 정례 기자회견에서 ""미초아칸주 사건들과 관련, 사망자는 없었다""며 이번 폭력 행위에 관여한 6명을 당국이 체포해 조사하고 있다고 밝혔다. 현지에서는 아보카도와 라임 유통과 관련한 통제권을 놓고 여러 갱단이 분쟁을 벌이면서 지역 치안이 악화하고 있다고 보고 있다. 미초아칸주는 세계 최대 아보카도 생산지이다. 멕시코 아보카도 약 70%는 미초아칸 산이다. 내수용을 제외하곤 대부분 미국으로 수출된다.각종 멕시코 요리에 빠지지 않고 들어가는 라임 역시 베라크루스주와 더불어 미초아칸주에서 주로 생산한다. 수익성 높은 농산물인 아보카도와 라임은 모두 껍질이 초록색이어서, 현지에서는 '녹색 금'이라고 지칭하기도 한다. 일간지 레포르마는 아보카도와 라임의 생산 및 운송 과정에서 갱단이 '수수료' 명목으로 갈취하는 금액이 상당하다고 전했다. 이 때문에 미초아칸주에서 영향력 확대에 나선 전국 단위 갱단이 5개에 이른다고 보도했다. 갱단에 빼앗기는 '수수료'는 소비자 가격에 반영돼, 물가 상승으로 이어지고 있다. 예컨대 몇 주 전 1㎏당 35페소였던 아보카도 가격은 현재 최대 90페소에서 팔린다고 레포르마는 전했다. 알프레도 라미레스 베도야(47) 미초아칸 주지사는 전날 자신의 소셜미디어에 ""당국이 사회를 어지럽히려는 범죄 조직을 처리하기 위해 노력하고 있다""고 말했다. ",세계,3
2023.08.30.,"美中, 수출통제 정보교환 플랫폼·통상협의 실무그룹 신설 합의(종합2보)","미국의 첨단기술 수출통제 드라이브에 대한 중국의 반발이 계속되는 가운데 양국이 수출통제 시행과 관련한 정보 교환을 위해 차관보급 대화 플랫폼을 만들어 오는 29일 베이징에서 첫 회의를 열기로 했다. 미중 양국은 또 통상과 투자 문제를 논의하기 위한 차관급 실무그룹도 구성키로 했다. 미중 양국간 경제 문제에 대한 소통 채널이 확대되면서 최근 안보는 물론 경제적 대결로 고조된 양국간 긴장 관계에 변화가 있을지 주목된다. 중국을 방문중인 지나 러몬드 미국 상무부 장관은 28일 베이징에서 왕원타오 중국 상무부 부장과 만나 ▲ 상무(commercial issues) 실무그룹 구축 ▲ 수출통제 시행 정보교환 등에 대해 합의했다고 미국 상무부가 보도자료를 통해 밝혔다. 양국은 또 장관이나 장관급에서 상업 및 경제 문제와 관련해 정기적으로 소통키로 했으며 이를 위해 1년에 최소 한번은 대면 만남을 갖기로 합의했다. 이 가운데 '수출통제 시행 정보교환'에 대해 ""미국의 국가 안보 정책에 대한 오해를 줄이기 위한 플랫폼""이라고 미국 상무부는 설명했다. 양국은 29일 베이징 상무부에서 첫 대면 회의를 열 예정이다. 미측에서는 매튜 액설로드 상무부 수출집행 담당 차관보가 참석한다고 로이터통신이 보도했다. 미국은 이른바 '마당은 좁게 담장은 높게(small yard, high fence)' 원칙에 따라 중국과 무역 및 경제관계를 유지하되, 미국의 첨단 기술에 대한 중국의 접근을 차단하는 조치를 계속해서 취해오고 있다. 미국은 지난해 10월 반도체 미국의 반도체 장비를 중국에 수출하는 것을 사실상 금지하는 포괄적인 수출 통제 정책을 발표했으며 지난 9월에는 반도체, 양자컴퓨팅, 인공지능(AI) 관련 투자를 규제하는 행정명령도 발표했다. 이에 대응해 중국은 미국 반도체 기업 마이크론 제재, 차세대 반도체 원료인 갈륨 등에 대한 수출통제 등 맞대응 조치를 취한 상태다. 다만 미중간 수출통제 정보교환은 정책 대화가 아니라고 미국 정부 관계자는 로이터통신에 밝혔다. 러몬도 장관도 회의 뒤 기자들과 만나 ""이것은 투명성을 높이고 수출통제 집행과 관련해 우리가 무엇을 하고 있는지 분명하게 하기 위한 대화""라면서 ""국가 안보 문제에서는 타협하거나 협상하지 않는다""고 밝혔다. 러몬도 장관은 왕 부장과의 회담에서 ""수출 통제는 국가안보 및 인권에 명확한 영향이 있는 기술만을 대상으로 매우 좁게 대상이 설정됐으며 중국의 경제 성장을 억제하기 위한 것이 아니다""고 강조했다고 미국 상무부가 보도자료에서 전했다. 앞서 미국 의회에서는 러몬도 상무 장관의 방중 전에 ""중국에 대한 미국의 수출 통제 정책은 협상 대상이 돼선 안된다""는 공개 경고 목소리가 나온 바 있다.새로 구성되는 미중 상무부간 실무그룹은 차관급 협의체로 1년에 두 차례씩 열린다. 미중 정부 관계자에 더해 민간 부문 대표도 참석하며 첫 회의는 내년 미국에서 개최된다. 미국 상무부는 실무그룹에 대해 ""통상 및 투자 이슈에 대한 해결책을 모색하고 중국에서 미국의 상업적 이익을 증진하기 위한 협의 메커니즘""이라고 설명했다. 미중 양국은 또 분야별 전문가를 소집해 행정적인 허가 과정에서 기업 기밀 및 영업 비밀에 대한 보호를 강화하기 위한 기술적인 논의도 진행키로 했다. 아울러 러몬도 장관은 이날 중국의 표적이 된 미국 반도체 제조사 인텔·마이크론에 대한 조치를 포함한 미국의 다양한 관련 우려를 왕 부장에게 전했다. 또 중국이 이달 들어 시작한 희귀광물 갈륨·게르마늄 수출 통제에 관해서도 함께 의견을 교환했다. 이와 함께 러몬도 장관의 이번 방중은 미국 항공업체 보잉사가 727맥스 항공기의 중국 인도를 재개하는데 도움이 될 수도 있다고 블룸버그 통신은 전망했다. 러몬도 장관과 왕 부장간 회담은 오찬까지 포함해 모두 4시간가량 진행됐다. 러몬도 장관은 회의 모두발언에서 ""세계 최대 경제 대국인 미국과 중국이 안정적인 경제 관계를 유지하는 것은 매우 중요하다""면서 ""미국은 건전한 경쟁을 추구하며 중국 경제 발전을 방해할 의도가 없다. 우리는 강력한 중국 경제가 좋은 것이라고 생각한다""고 말했다. 왕 부장은 ""양국 무역과 투자를 안정적이고 예측 가능한 방식으로 발전시키기 위해, 양국 기업 간 협력을 강화할 수 있는 더 우호적인 환경을 조성하기 위해 노력할 준비가 돼 있다""고 했다. 러몬도 장관은 30일까지 예정된 방중 기간 리창 국무원 총리와 허리펑 부총리 등 중국 경제라인 인사들을 잇달아 만날 것이라는 전망이 나온다. 상하이를 방문, 현지 공산당 서기와 미국상공회의소 회원들을 만나고, 뉴욕대 상하이 캠퍼스와 디즈니랜드를 찾을 가능성도 거론된다.러몬도 장관은 토니 블링컨 국무장관과 재닛 옐런 재무장관, 존 케리 기후특사에 이어 6월 이후 네 번째로 중국을 방문한 바이든 행정부의 고위급 인사다. 이는 소통 강화를 통해 중국과의 경쟁 관계를 책임 있게 관리하겠다는 바이든 정부의 전략에 따른 것이다. 바이든 정부는 최근 '디커플링(탈동조화)' 대신 '디리스킹(탈위험화)' 표현을 쓰면서 대중국 조치가 국가 안보 관련된 사안에만 극히 제한적으로 취해지고 있다는 점을 대외적으로 강조하고 있다. 러몬도 장관은 베이징에서 열린 미국 건강·미용 관련 업체 행사에 참석, ""(내) 계획과 희망은, 상업 관계가 올바르게 된다면 정치적 관계도 안정화할 수 있다는 것""이라고 말했다. 그는 이 행사에서 ""양국간 무역의 99%는 수출통제와 무관하다""면서 ""미국에서 일자리가 만들어지면 미국 경제에 좋고, 중국 경제에도 좋다""고 밝혔다. ",경제,0
2023.08.29.,"폴란드·발트3국, 벨라루스에 바그너용병 추방 촉구","(베를린=연합뉴스) 이율 특파원 = 북대서양조약기구(NATO·나토) 동부전선 폴란드와 발트3국은 국경을 맞댄 벨라루스에 러시아 민간 용병단 바그너 그룹을 즉각 추방하라고 촉구했다.마리우슈 카민스키 폴란드 내무장관은 28일(현지시간) ""우리는 알렉산드르 루카셴코 정권에 바그너그룹을 추방하라고 촉구했다""고 밝혔다고 PAP·dpa·AFP통신 등이 전했다. 카민스키 장관은 이날 리투아니아와 라트비아, 에스토니아 내무장관과 폴란드 바르샤바에서 회동을 마치고 이같이 말했다. 이들은 이날 공동성명에서 ""우리는 벨라루스 정권에 바그너그룹을 벨라루스에서 즉각 제거하고, 국경지대에서 모든 난민을 철수해 출신국으로 복귀시킬 것을 촉구한다""고 밝혔다. 벨라루스와 국경에서 무기가 개입된 돌발상황이 발생하거나 '난민 밀어내기'가 강도를 더할 경우 벨라루스와 국경을 전면 봉쇄하겠다고 카민스키 장관은 밝혔다. 바그너 용병 4천여명은 지난 6월 푸틴 대통령을 겨냥한 수장 프리고진의 무장 반란이 실패한 뒤 벨라루스에 주둔해왔다. 루카셴코 대통령은 벨라루스에 바그너용병 숫자가 곧 1만명까지 늘어날 것이라고 언급한 바 있다. 프리고진은 최근 비행기 추락 사고로 사망한 것으로 러시아당국이 확인했다. 바그너그룹의 주둔이 시작된 이후 벨라루스와 국경을 맞댄 나토 동맹국이자 유럽연합(EU) 회원국인 폴란드와 리투아니아, 라트비아는 국경 경비를 대거 강화하면서 나토 동부전선 방어에 나선 바 있다. 벨라루스는 이에 더해 최근 중동·아프가니스탄 등지에서 온 이주민을 인접국인 폴란드와 리투아니아, 라트비아 국경으로 몰아내 사회 불안을 유도하는 하이브리드 공격을 재차 가속했다. 인접국들은 벨라루스 당국이 난민들의 불법 월경 시도를 조작하는 데 관여를 강화하고 있다고 지적한 바 있다. 벨라루스와 리투아니아는 680km, 폴란드는 418km, 라트비아는 172km의 국경을 각각 맞대고 있다. 폴란드는 지난해 자국과 벨라루스와의 국경에 5.5m 높이의 철조망과 장벽 등을 설치했지만, 리투아니아와 벨라루스와의 국경 중 100km는 강둑과 호수로 물리적 장벽이 없는 상태다. ",세계,3
2023.08.29.,골드만삭스 자산관리 부문 매각…'슈퍼 리치' 고객 집중키로,(뉴욕=연합뉴스) 이지헌 특파원 = 글로벌 투자은행 골드만삭스가 초고액 자산가(슈퍼 리치)를 제외한 일반 부유층 대상 투자자문 사업 부문을 미국 자산관리업체 크리에이티브 플래닝에 매각하기로 합의했다고 블룸버그 통신이 28일(현지시간) 보도했다. 2019년 투자자문사 유나이티드 캐피털을 7억5천만 달러에 인수해 자산관리 서비스 대상 고객층을 확대하기로 한 지 4년 만에 시장 철수를 결정한 것이다. 골드만삭스는 데이비드 솔로몬 최고경영자(CEO) 취임 이후 유나이티드 캐피털 인수를 토대로 자산관리 서비스 대상 고객층을 확대했으나 기대했던 성과를 달성하지 못한 것으로 풀이된다. 골드만삭스는 이전까지 주로 유치액이 수천만 달러를 웃도는 초고액 자산가를 상대로만 자산관리 서비스를 제공해왔다. 이번 매각 결정은 골드만삭스가 시장지배적인 입지를 유지하고 있는 초고액 자산가 상대 자산관리에 다시 집중하겠다는 의지를 표명한 것이라고 블룸버그는 분석했다. 매각 대금은 확인되지 않았지만 매각 성사 시 회계상 이익을 가져다줄 것으로 블룸버그는 평가했다. 앞서 골드만삭스는 2년 전 핀테크 업체 그린스카이를 인수했다가 1년 만에 손실을 보고 되판 바 있다. ,경제,1
2023.08.29.,트럼프 '대선뒤집기' 재판 내년 3월 시작…경선과 재판 병행해야,"(워싱턴=연합뉴스) 김동현 특파원 = 2020년 대선 패배를 뒤집으려고 한 혐의로 형사기소된 도널드 트럼프 전 대통령에 대한 재판이 내년 3월4일부터 시작된다. 워싱턴DC 연방지방법원의 타니아 처트칸 판사는 28일(현지시간) 트럼프 전 대통령의 '대선 뒤집기' 혐의에 대한 첫 재판 날짜를 이같이 결정했다고 미국 언론들이 보도했다. 처트칸 판사는 ""대중은 이 사안이 신속하고 효율적으로 종결돼야 할 권리를 갖고 있다""고 밝혔다. 앞서 트럼프 전 대통령의 변호인단은 검찰이 제시한 증거를 검증할 시간이 필요하다며 첫 재판을 내년 대선(2024년 11월) 이후인 오는 2026년 4월로 해달라고 요청했다. 반면 트럼프 전 대통령을 기소한 잭 스미스 특별검사는 대선일 10개월 전인 2024년 1월 2일을 제안한 바 있다. 이날 법정에서 트럼프 변호인인 존 라우로는 거듭해서 증거를 검증할 시간을 내세워 ""우리는 정부가 제시한 기간 내에 (증거 검증을) 할 수 없다""고 주장했다. 하지만 검찰은 대부분 증거가 트럼프의 발언과 의회 기록 등 공공자료라고 반박하며 신속한 재판을 촉구했다. 처트칸 판사는 ""트럼프씨는 그의 일정과 상관 없이 재판 날짜가 가능하게 해야 할 것""이라며 ""트럼프씨의 변호인은 오랫동안 재판이 있으리라는 것을 알고 있었다""고 말했다. 트럼프 전 대통령은 이날 심리에 참석하지 않았다. 이번 결정에 따라 트럼프 전 대통령은 공화당의 대선 후보 경선을 벌이면서 법정에 출석해 자신의 무죄를 주장하는 '법률적 다툼'을 동시에 벌여야 하는 처지가 됐다. 트럼프 전 대통령은 워싱턴DC 법원에서 재판받을 사안 뿐만 아니라 '성추문 입막음'(뉴욕주), 기밀문건 유출 및 불법 보관(플로리다주), 조지아주의 대선 결과 뒤집기(조지아주) 등 총 4개 사안에서 91개 혐의로 기소됐다. 그는 지금까지 모든 혐의에 대해 무죄를 주장해왔다. 특히 그는 조지아주 사안의 경우 지난 24일 검찰에 출두한 데 이어 다음달 6일에는 법원에 출석해 검찰의 기소 내용을 인정하는지 여부를 공식적으로 밝히는 기소 인부 절차를 밟을 예정이다. 패니 윌리스 조지아주 풀턴 카운티 검사장은 법원에 내년 3월 4일 본격적인 재판 시작을 요청한 바 있다. 뉴욕 사안의 첫 재판은 내년 3월 25일로, 플로리다주 사안의 경우 내년 5월 20일로 첫 재판이 각각 잡혔다. ",세계,1
2023.08.29.,이상기후 몸살 앓는 이탈리아…서북부 8월 말 눈세상,"(로마=연합뉴스) 신창용 특파원 = 이탈리아 전역이 이상기후로 몸살을 앓는 가운데 서북부 지역에 때 이른 눈이 내렸다. 28일(현지시간) 이탈리아 일간지 '코리에레 델라 세라'에 따르면 서북부 피에몬테주 토리노 인근의 알프스 산악지대인 세스트리에레에 이날 오전부터 눈발이 날렸다. 5㎝의 적설량을 기록하며 마치 한겨울이 된 것처럼 마을이 온통 눈 세상으로 변했다. 세스트리에레는 2006년 토리노 동계올림픽 스키 경기가 치러진 곳으로 해발 1천981ｍ에 자리를 잡고 있다. 눈이 많이 오는 곳이지만 여름철에 눈이 온 것은 10년 만에 처음이라고 '코리에레 델라 세라'는 전했다. 토리노 지역 일간지인 '토리노 투데이'는 ""스키 시즌이 아직 한참 남은 8월 28일에 첫눈이 내렸다""고 보도했다. 토리노에서 남쪽으로 90여㎞ 떨어진 쿠네오 인근의 해발 2천748ｍ 고지대인 콜레 델라녤로에선 폭설이 내려 제설차가 투입되기도 했다. 폭설로 인해 차량 여러 대가 고립됐지만 아직 인명 피해는 보고되지 않았다. 앞서 전날 오후에는 피에몬테주와 인접한 프랑스 동남부 사보이 지역에 산사태가 발생해 프레쥐스터널을 통해 프랑스와 이탈리아를 오가는 열차 운행이 무기한 중단됐다. 안사(ANSA) 통신은 서비스가 복구되는 데 며칠에서 최대 1주일이 걸릴 수 있다고 전했다. 이밖에 동북부 항구 도시 트리에스테에는 집중 호우가 쏟아져 마을 곳곳이 침수됐다. 카페 테이블과 외부 집기가 날아갈 정도로 거센 바람이 불어 트리에스테의 명소인 통일광장을 찾은 관광객과 주민들이 황급히 인근 상점으로 피신하는 모습이 목격됐다. 이탈리아 북부 지역에 강풍을 동반한 많은 비가 내리는 가운데 고속도로 운영사인 '아나스'는 악천후로 인해 롬바르디아주와 피에몬테주의 주요 도로 3곳을 폐쇄했다고 ",세계,19
2023.08.29.,"양자컴퓨터 활용 새 양자상태, 삼각격자 구조 물질서 첫 발견","국내 연구팀이 양자컴퓨터에 활용할 수 있는 새로운 양자 상태를 삼각격자 구조를 가진 자성 물질에서 발견하는 데 성공했다. 과학기술정보통신부는 박제근 서울대 교수 연구팀과 김성진 이화여대 교수 연구팀이 삼각격자 구조 자성 반데르발스 물질에서 '키타에프 모델'을 발견하는 데 성공했다고 29일 밝혔다. 키타에프 모델은 2차원 물질에서 구현되는 모델이다. 원자들의 스핀(전자가 자기장에 대해 회전운동을 하는 물성)이 상호 작용해 이웃하는 스핀끼리 서로 다른 3차원에 수직으로 나온 축에 같은 방향으로 서게 하는 특성을 가진다. 이 모델은 양자 시스템에서 가장 낮은 에너지 준위를 가지는 '바닥 상태'를 해석적으로 구할 수 있는데, 이 바닥 상태는 오류 없는 양자 컴퓨터에 활용할 수 있는 것으로 알려져 있다. 이 키타에프 모델은 벌집 구조를 가지는 물질에서만 나타났는데 이번에 삼각 격자 구조에서도 확인된 것이다. 연구팀은 아이오딘화 코발트를 분석하던 중 이런 특성이 나타난다는 것을 처음 확인했다. 이 물질은 40여년 전 처음 합성이 가능한 것이 밝혀졌으나 수분에 매우 약해 관련 연구가 많지 않았다. 연구팀은 이를 실험으로 증명하기 위해 일본 J-PARC 중성자 시설을 이용해 비탄성 중성자 산란실험과 스핀파를 측정하고, 이를 미국 연구팀과 함께 분석해 검증했다.삼각격자 구조를 가진 물질은 양자상태를 가질 때 다양한 양자현상이 나타날 수 있는 것은 이론적으로 알려져 있었지만, 실제 물질에서 구현된 건 이번이 처음이라고 연구팀은 설명했다. 이번에 발견된 키타에프 모델은 응집물질물리 및 양자정보 등에 활용도가 클 것으로 기대된다고 연구팀은 덧붙였다. 박 교수는 ""2차원 물질에서 양자 얽힘이 있는 양자상태를 발견하는 것은 매우 중요하다""며 ""우리 연구진이 개척해서 세계적으로 중요한 연구 분야로 자리매김한 자성 반데르발스 물질 분야에서 양자 얽힘이 중요한 양자상태를 발견해 이 분야를 주도했다""고 말했다. 이번 연구 결과는 이날 국제학술지 '네이처 피직스'에 실렸다. ",IT,5
